,pm10,pm25,so2,co,o3,no2,categori
1274,59.0,92.0,60.0,9.0,32.0,32.0,SEDANG
1275,55.0,82.0,60.0,8.0,33.0,30.0,SEDANG
1276,60.0,90.0,60.0,12.0,26.0,50.0,SEDANG
1277,65.0,98.0,61.0,12.0,30.0,50.0,SEDANG
1278,54.0,80.0,61.0,8.0,37.0,39.0,SEDANG
1279,61.0,14.0,61.0,10.0,33.0,46.0,SEDANG
1280,59.0,15.0,61.0,11.0,32.0,50.0,SEDANG
1281,47.0,14.0,19.0,22.0,32.0,38.0,BAIK
1282,72.0,83.0,51.0,21.0,32.0,17.0,SEDANG
1283,63.0,75.0,51.0,23.0,28.0,20.0,SEDANG
1284,54.0,58.0,51.0,22.0,22.0,14.0,SEDANG
1285,58.0,64.0,51.0,29.0,18.0,13.0,SEDANG
1286,53.0,67.0,51.0,21.0,21.0,15.0,SEDANG
1287,67.0,75.0,52.0,21.0,24.0,17.0,SEDANG
1288,76.0,87.0,52.0,21.0,30.0,17.0,SEDANG
1289,91.0,98.0,52.0,25.0,32.0,22.0,SEDANG
1290,78.0,85.0,53.0,23.0,32.0,19.0,SEDANG
1291,64.0,75.0,53.0,19.0,39.0,18.0,SEDANG
1292,62.0,68.0,52.0,17.0,47.0,15.0,SEDANG
1293,56.0,66.0,52.0,17.0,43.0,14.0,SEDANG
1294,75.0,88.0,53.0,23.0,38.0,24.0,SEDANG
1295,78.0,85.0,53.0,24.0,37.0,25.0,SEDANG
1296,78.0,84.0,53.0,22.0,42.0,22.0,SEDANG
1297,73.0,83.0,53.0,23.0,44.0,24.0,SEDANG
1298,75.0,93.0,54.0,24.0,56.0,23.0,SEDANG
1299,76.0,90.0,53.0,21.0,46.0,16.0,SEDANG
1300,70.0,81.0,53.0,20.0,48.0,15.0,SEDANG
1301,81.0,95.0,53.0,22.0,48.0,20.0,SEDANG
1302,85.0,95.0,53.0,23.0,43.0,23.0,SEDANG
1303,86.0,102.0,54.0,19.0,47.0,17.0,TIDAK SEHAT
1304,87.0,103.0,52.0,20.0,31.0,13.0,TIDAK SEHAT
1305,69.0,85.0,53.0,22.0,40.0,24.0,SEDANG
1306,75.0,80.0,53.0,21.0,40.0,19.0,SEDANG
1307,72.0,76.0,53.0,22.0,40.0,21.0,SEDANG
1308,71.0,84.0,54.0,26.0,43.0,29.0,SEDANG
1309,70.0,79.0,53.0,20.0,52.0,22.0,SEDANG
1310,187.0,123.0,54.0,23.0,48.0,33.0,TIDAK SEHAT
1311,71.0,82.0,53.0,23.0,43.0,26.0,SEDANG
1312,133.0,135.0,53.0,19.0,38.0,21.0,TIDAK SEHAT
1313,57.0,107.0,32.0,20.0,55.0,15.0,TIDAK SEHAT
1314,54.0,90.0,32.0,21.0,53.0,16.0,SEDANG
1315,36.0,70.0,32.0,21.0,48.0,18.0,SEDANG
1316,51.0,82.0,31.0,26.0,48.0,20.0,SEDANG
1317,51.0,84.0,33.0,19.0,47.0,15.0,SEDANG
1318,45.0,81.0,36.0,19.0,43.0,17.0,SEDANG
1319,53.0,101.0,33.0,20.0,44.0,18.0,TIDAK SEHAT
1320,64.0,118.0,35.0,24.0,32.0,24.0,TIDAK SEHAT
1321,52.0,97.0,35.0,20.0,39.0,15.0,SEDANG
1322,43.0,89.0,35.0,18.0,43.0,15.0,SEDANG
1323,43.0,85.0,32.0,17.0,51.0,10.0,SEDANG
1324,36.0,86.0,33.0,18.0,42.0,11.0,SEDANG
1325,59.0,110.0,36.0,23.0,32.0,23.0,TIDAK SEHAT
1326,58.0,109.0,36.0,22.0,40.0,21.0,TIDAK SEHAT
1327,48.0,100.0,35.0,21.0,50.0,18.0,SEDANG
1328,55.0,103.0,35.0,22.0,45.0,19.0,TIDAK SEHAT
1329,51.0,107.0,37.0,22.0,51.0,21.0,TIDAK SEHAT
1330,55.0,107.0,34.0,21.0,50.0,16.0,TIDAK SEHAT
1331,46.0,94.0,33.0,19.0,57.0,15.0,SEDANG
1332,62.0,115.0,33.0,22.0,52.0,18.0,TIDAK SEHAT
1333,64.0,118.0,35.0,21.0,54.0,18.0,TIDAK SEHAT
1334,47.0,87.0,39.0,18.0,48.0,15.0,SEDANG
1335,46.0,79.0,33.0,17.0,67.0,12.0,SEDANG
1336,54.0,101.0,35.0,19.0,47.0,16.0,TIDAK SEHAT
1337,52.0,93.0,34.0,18.0,50.0,11.0,SEDANG
1338,54.0,102.0,35.0,21.0,40.0,17.0,TIDAK SEHAT
1339,65.0,116.0,36.0,22.0,58.0,18.0,TIDAK SEHAT
1340,50.0,87.0,36.0,20.0,46.0,17.0,SEDANG
1341,59.0,107.0,37.0,20.0,62.0,16.0,TIDAK SEHAT
1342,65.0,127.0,36.0,23.0,47.0,21.0,TIDAK SEHAT
1343,42.0,80.0,35.0,18.0,41.0,13.0,SEDANG
1344,59.0,84.0,59.0,11.0,32.0,25.0,SEDANG
1345,72.0,89.0,59.0,11.0,33.0,35.0,SEDANG
1346,67.0,87.0,59.0,8.0,34.0,25.0,SEDANG
1347,68.0,89.0,59.0,6.0,33.0,21.0,SEDANG
1348,74.0,97.0,59.0,5.0,34.0,14.0,SEDANG
1349,67.0,85.0,60.0,9.0,24.0,17.0,SEDANG
1350,60.0,74.0,59.0,9.0,21.0,16.0,SEDANG
1351,66.0,91.0,59.0,22.0,23.0,57.0,SEDANG
1352,57.0,75.0,59.0,15.0,21.0,42.0,SEDANG
1353,63.0,79.0,60.0,15.0,20.0,43.0,SEDANG
1354,58.0,74.0,59.0,9.0,22.0,15.0,SEDANG
1355,61.0,80.0,58.0,12.0,24.0,21.0,SEDANG
1356,52.0,67.0,59.0,11.0,22.0,21.0,SEDANG
1357,54.0,79.0,61.0,9.0,33.0,45.0,SEDANG
1358,57.0,84.0,61.0,8.0,32.0,46.0,SEDANG
1359,51.0,72.0,60.0,8.0,29.0,42.0,SEDANG
1360,46.0,71.0,61.0,7.0,31.0,38.0,SEDANG
1361,51.0,66.0,61.0,7.0,23.0,41.0,SEDANG
1362,48.0,70.0,61.0,8.0,27.0,39.0,SEDANG
1363,56.0,74.0,61.0,7.0,26.0,38.0,SEDANG
1364,48.0,70.0,61.0,6.0,23.0,34.0,SEDANG
1365,44.0,61.0,61.0,6.0,24.0,34.0,SEDANG
1366,53.0,65.0,60.0,14.0,17.0,71.0,SEDANG
1367,34.0,54.21665672262868,60.0,8.0,20.0,44.0,SEDANG
1368,55.0,80.0,61.0,11.0,28.0,52.0,SEDANG
1369,51.0,68.0,60.0,10.0,26.0,51.0,SEDANG
1370,65.0,87.0,59.0,11.0,35.0,22.0,SEDANG
1371,53.0,70.0,60.0,8.0,32.0,47.0,SEDANG
1372,51.0,74.0,61.0,8.0,33.0,44.0,SEDANG
1373,59.0,84.0,61.0,9.0,28.0,44.0,SEDANG
1374,60.0,61.0,52.0,22.0,44.0,24.0,SEDANG
1375,65.0,63.0,53.0,25.0,47.0,26.0,SEDANG
1376,54.0,57.0,53.0,20.0,51.0,27.0,SEDANG
1377,50.0,55.0,53.0,20.0,56.0,31.0,SEDANG
1378,68.0,70.0,53.0,24.0,49.0,28.0,SEDANG
1379,64.0,80.0,54.0,28.0,42.0,34.0,SEDANG
1380,51.0,62.0,54.0,21.0,34.0,19.0,SEDANG
1381,72.0,73.0,53.0,28.0,37.0,36.0,SEDANG
1382,57.0,59.0,54.0,19.0,51.0,24.0,SEDANG
1383,51.0,56.0,54.0,19.0,40.0,25.0,SEDANG
1384,53.0,55.0,53.0,19.0,45.0,22.0,SEDANG
1385,52.0,53.0,53.0,19.0,42.0,22.0,SEDANG
1386,52.0,57.0,55.0,18.0,52.0,22.0,SEDANG
1387,60.0,66.0,54.0,23.0,44.0,26.0,SEDANG
1388,66.0,64.0,54.0,21.0,44.0,24.0,SEDANG
1389,64.0,63.0,54.0,21.0,45.0,30.0,SEDANG
1390,62.0,59.0,53.0,24.0,41.0,27.0,SEDANG
1391,33.0,103.0,37.0,22.0,51.0,17.0,TIDAK SEHAT
1392,25.0,90.0,37.0,20.0,54.0,16.0,SEDANG
1393,25.0,95.0,38.0,22.0,49.0,17.0,SEDANG
1394,30.0,94.0,38.0,22.0,46.0,16.0,SEDANG
1395,22.0,80.0,37.0,21.0,44.0,18.0,SEDANG
1396,19.0,76.0,36.0,21.0,49.0,15.0,SEDANG
1397,35.0,121.0,38.0,27.0,46.0,19.0,TIDAK SEHAT
1398,25.0,84.0,39.0,21.0,39.0,17.0,SEDANG
1399,24.0,82.0,37.0,20.0,52.0,13.0,SEDANG
1400,32.0,92.0,38.0,20.0,52.0,14.0,SEDANG
1401,20.0,102.0,39.0,23.0,44.0,20.0,TIDAK SEHAT
1402,21.0,92.0,39.0,20.0,48.0,16.0,SEDANG
1403,68.22335338252225,111.0,41.0,21.0,51.0,14.0,TIDAK SEHAT
1404,68.0,113.0,38.0,22.0,48.0,17.0,TIDAK SEHAT
1405,34.0,84.0,39.0,19.0,61.0,12.0,SEDANG
1406,32.0,111.0,40.0,22.0,59.0,18.0,TIDAK SEHAT
1407,53.0,75.0,39.0,20.0,43.0,16.0,SEDANG
1408,47.0,73.0,38.0,19.0,49.0,12.0,SEDANG
1409,61.0,93.0,42.0,21.0,51.0,15.0,SEDANG
1410,55.0,84.0,40.0,18.0,33.0,11.0,SEDANG
1411,38.0,81.0,39.0,19.0,36.0,11.0,SEDANG
1412,54.0,92.0,40.0,21.0,43.0,17.0,SEDANG
1413,52.0,87.0,42.0,19.0,59.0,13.0,SEDANG
1414,43.0,79.0,40.0,17.0,55.0,11.0,SEDANG
1415,50.0,82.0,39.0,20.0,59.0,17.0,SEDANG
1416,50.0,78.0,39.0,21.0,44.0,16.0,SEDANG
1417,48.0,75.0,45.0,17.0,42.0,10.0,SEDANG
1418,42.0,79.0,40.0,18.0,52.0,10.0,SEDANG
1419,51.0,83.0,40.0,19.0,48.0,16.0,SEDANG
1420,56.0,99.0,40.0,20.0,58.0,14.0,SEDANG
1421,55.0,89.0,41.0,20.0,52.0,15.0,SEDANG
1422,62.0,61.0,54.0,26.0,44.0,30.0,SEDANG
1423,74.0,67.0,54.0,24.0,36.0,36.0,SEDANG
1424,58.0,55.0,53.0,34.0,30.0,26.0,SEDANG
1425,55.0,52.0,53.0,30.0,34.0,30.0,SEDANG
1426,41.36588103361504,37.0,53.0,28.0,24.0,25.0,SEDANG
1427,42.0,61.0,54.0,27.0,24.0,19.0,SEDANG
1428,18.0,64.0,55.0,22.0,23.0,20.0,SEDANG
1429,18.0,65.0,55.0,30.0,35.0,28.0,SEDANG
1430,37.0,56.0,53.0,28.0,41.0,30.0,SEDANG
1431,38.0,60.0,53.0,42.0,33.0,27.0,SEDANG
1432,18.0,41.0,54.0,22.0,25.0,21.0,SEDANG
1433,19.0,51.0,54.0,27.0,23.0,25.0,SEDANG
1434,41.68742789963075,44.0,54.0,24.0,33.0,26.0,SEDANG
1435,44.62046448842277,52.0,54.0,22.0,33.0,24.0,SEDANG
1436,43.78094558466491,48.0,54.0,23.0,29.0,26.0,SEDANG
1437,47.90698885963645,54.0,55.0,25.0,28.0,25.0,SEDANG
1438,42.209396842793694,38.0,53.0,27.0,18.0,19.0,SEDANG
1439,41.06744693653109,38.0,54.0,26.0,23.0,16.0,SEDANG
1440,47.19508693240139,51.0,54.0,27.0,28.0,22.0,SEDANG
1441,43.874145777592936,42.0,54.0,26.0,18.0,22.0,SEDANG
1442,35.80463083723256,28.0,53.0,24.0,19.0,20.0,SEDANG
1443,32.92546217506497,27.0,53.0,19.0,19.0,16.0,SEDANG
1444,37.717319206009115,34.0,53.0,20.0,13.0,16.0,SEDANG
1445,66.0,105.0,40.0,22.0,49.0,19.0,TIDAK SEHAT
1446,60.0,97.0,41.0,22.0,44.0,18.0,SEDANG
1447,53.0,81.0,39.0,26.0,36.0,18.0,SEDANG
1448,52.0,67.0,38.0,24.0,38.0,19.0,SEDANG
1449,55.369105579690086,85.0,39.0,21.0,51.0,19.0,SEDANG
1450,53.36022915134544,78.0,38.0,22.0,44.0,19.0,SEDANG
1451,66.64000980749582,108.0,41.0,23.0,58.0,15.0,TIDAK SEHAT
1452,67.1706252554587,109.0,39.0,22.0,53.0,16.0,TIDAK SEHAT
1453,57.62837094918339,91.83172725042951,44.0,21.0,62.0,15.0,SEDANG
1454,57.149185307158156,86.4568643444378,38.0,23.0,49.0,17.0,BAIK
1455,59.72317650220918,92.02540932819733,38.0,25.0,56.0,17.0,SEDANG
1456,51.20622277988061,68.0,39.0,24.0,33.0,17.0,SEDANG
1457,76.15517229524221,113.0,41.0,32.0,39.0,14.0,TIDAK SEHAT
1458,75.56031436296283,124.0,45.0,24.0,57.0,13.0,TIDAK SEHAT
1459,81.27162758635723,133.0,50.0,21.0,44.0,17.0,TIDAK SEHAT
1460,80.9151389949582,141.0,45.0,19.0,61.0,14.0,TIDAK SEHAT
1461,95.68390559964291,157.0,41.0,33.0,55.0,19.0,TIDAK SEHAT
1462,54.520515420923104,87.0,40.0,17.0,51.0,13.0,SEDANG
1463,58.01851262363529,86.0,41.0,21.0,38.0,13.0,SEDANG
1464,50.53513288969458,73.0,41.0,22.0,49.0,17.0,SEDANG
1465,55.079014235664204,79.71337083463843,45.0,20.0,38.0,16.0,BAIK
1466,49.97222545540845,71.0,44.0,17.0,33.0,10.0,SEDANG
1467,51.262407839115404,74.43438013244634,41.0,18.0,36.0,11.0,BAIK
1468,48.06254093915714,68.30152136626124,40.0,16.0,30.0,7.0,BAIK
1469,51.714276114703566,72.68873621513654,42.0,19.0,31.0,7.0,BAIK
1470,41.995714824868905,53.0,42.0,20.0,35.0,8.0,SEDANG
1471,44.39406776195915,56.0,44.0,19.0,28.0,12.0,SEDANG
1472,34.591345782736994,38.0,39.0,18.0,27.0,9.0,BAIK
1473,37.402709386963785,41.0,40.0,17.0,16.0,9.0,BAIK
1474,28.28142321115113,24.0,40.0,15.0,15.0,5.0,BAIK
1475,32.0,65.0,67.0,7.0,9.0,40.0,BAIK
1476,19.0,52.0,67.0,6.0,9.0,33.0,BAIK
1477,19.0,31.0,67.0,4.0,12.0,15.0,BAIK
1478,30.0,45.0,67.0,7.0,10.0,22.0,BAIK
1479,17.0,26.0,67.0,3.0,12.0,13.0,BAIK
1480,26.0,47.0,68.0,4.0,11.0,17.0,BAIK
1481,66.0,103.0,69.0,27.0,12.0,98.0,SEDANG
1482,38.0,67.0,68.0,15.0,18.0,57.0,SEDANG
1483,42.0,69.0,69.0,11.0,11.0,29.0,SEDANG
1484,38.0,56.0,68.0,12.0,7.0,61.0,BAIK
1485,14.0,26.0,68.0,3.0,11.0,15.0,BAIK
1486,19.0,40.0,68.0,3.0,13.0,10.0,BAIK
1487,21.0,52.0,69.0,4.0,13.0,14.0,BAIK
1488,22.0,40.0,68.0,4.0,11.0,15.0,BAIK
1489,18.0,40.0,68.0,6.0,10.0,21.0,BAIK
1490,27.0,48.0,68.0,5.0,10.0,21.0,BAIK
1491,27.0,37.0,68.0,6.0,10.0,30.0,BAIK
1492,50.0,67.0,69.0,8.0,8.0,59.0,BAIK
1493,18.0,35.0,68.0,5.0,8.0,27.0,BAIK
1494,25.0,46.0,69.0,5.0,10.0,32.0,BAIK
1495,23.0,53.0,26.0,5.0,11.0,30.0,BAIK
1496,53.0,80.0,16.0,11.0,13.0,31.0,SEDANG
1497,52.0,78.0,12.0,15.0,11.0,45.0,BAIK
1498,38.0,55.0,12.0,9.0,10.0,33.0,SEDANG
1499,52.0,79.0,12.0,11.0,11.0,52.0,SEDANG
1500,39.0,62.0,12.0,11.0,9.0,35.0,SEDANG
1501,53.0,83.0,12.0,10.0,11.0,36.0,SEDANG
1502,64.0,101.0,14.0,9.0,11.0,35.0,SEDANG
1503,51.0,21.0,13.0,10.0,13.0,35.0,SEDANG
1504,35.0,10.0,13.0,5.0,12.0,13.0,BAIK
1505,29.0,11.0,6.0,13.0,10.0,18.0,BAIK
1506,29.0,39.0,59.0,10.0,10.0,21.0,SEDANG
1507,25.0,32.0,59.0,9.0,10.0,17.0,SEDANG
1508,21.0,22.0,59.0,9.0,12.0,14.0,SEDANG
1509,25.0,21.0,59.0,10.0,11.0,13.0,SEDANG
1510,21.0,21.0,59.0,9.0,11.0,19.0,SEDANG
1511,32.0,33.0,60.0,12.0,11.0,25.0,SEDANG
1512,71.0,87.0,63.0,26.0,10.0,76.0,SEDANG
1513,58.0,68.0,61.0,13.0,14.0,30.0,SEDANG
1514,49.0,58.0,60.0,10.0,10.0,35.0,SEDANG
1515,39.0,43.0,60.0,15.0,8.0,43.0,SEDANG
1516,28.0,36.0,60.0,9.0,12.0,20.0,SEDANG
1517,31.0,34.0,61.0,11.0,12.0,28.997006885796758,SEDANG
1518,36.0,49.0,72.0,10.0,11.0,9.0,SEDANG
1519,33.0,48.0,23.0,11.0,12.0,13.0,BAIK
1520,25.0,34.0,23.0,10.0,12.0,11.0,BAIK
1521,62.0,87.0,11.0,28.0,33.0,47.0,SEDANG
1522,60.0,87.0,14.0,25.0,26.0,41.0,SEDANG
1523,51.0,70.0,10.0,34.0,29.0,43.0,SEDANG
1524,44.0,60.0,8.0,25.0,24.051780932703565,37.0,SEDANG
1525,40.0,65.0,12.0,28.0,75.0,45.0,SEDANG
1526,40.0,58.0,10.0,26.0,15.0,39.0,SEDANG
1527,55.0,83.0,13.0,27.0,18.0,40.0,SEDANG
1528,57.0,83.0,12.0,28.0,24.0,44.0,SEDANG
1529,67.0,99.0,16.0,32.0,20.0,46.0,SEDANG
1530,54.0,71.0,10.0,32.0,15.0,41.0,SEDANG
1531,51.0,71.0,10.0,30.0,18.0,42.0,SEDANG
1532,39.0,53.0,9.0,28.0,9.0,36.0,SEDANG
1533,53.0,74.0,8.0,31.0,7.0,33.0,SEDANG
1534,61.0,96.0,19.0,26.0,9.0,34.0,SEDANG
1535,69.0,106.0,22.0,31.0,13.0,49.0,TIDAK SEHAT
1536,76.0,109.0,12.0,28.0,13.0,40.0,TIDAK SEHAT
1537,76.0,115.0,11.0,38.0,14.0,47.0,TIDAK SEHAT
1538,52.0,68.0,9.0,25.0,9.0,32.0,SEDANG
1539,38.0,61.0,10.0,28.0,16.0,36.0,SEDANG
1540,44.0,62.0,13.0,28.0,19.0,40.0,SEDANG
1541,46.0,64.0,16.0,26.0,16.0,36.0,SEDANG
1542,32.0,48.0,13.0,24.0,17.0,31.0,BAIK
1543,34.0,54.0,12.0,26.0,18.0,29.0,SEDANG
1544,40.0,51.0,10.0,25.0,11.0,22.0,SEDANG
1545,31.0,44.0,14.0,24.0,14.0,27.0,BAIK
1546,40.0,55.0,13.0,26.0,14.0,29.0,SEDANG
1547,50.0,66.00424336340086,10.0,33.0,10.0,27.0,BAIK
1548,30.0,42.0,9.0,25.0,9.0,24.0,BAIK
1549,29.0,32.0,10.0,23.0,8.0,21.0,BAIK
1550,27.0,40.0,10.0,22.0,7.0,16.0,BAIK
1551,62.0,88.0,59.0,15.0,29.0,31.0,SEDANG
1552,70.0,89.0,60.0,11.0,25.0,18.0,SEDANG
1553,51.0,66.0,59.0,18.0,25.0,39.0,SEDANG
1554,52.0,66.0,59.0,15.0,18.0,34.0,SEDANG
1555,51.0,70.0,59.0,13.0,22.0,25.0,SEDANG
1556,50.0,63.0,59.0,14.0,21.0,29.0,SEDANG
1557,60.0,86.0,60.0,12.0,25.0,26.0,SEDANG
1558,60.0,91.0,60.0,16.0,30.0,36.0,SEDANG
1559,71.0,100.0,60.0,11.0,31.0,25.0,SEDANG
1560,60.0,77.0,60.0,20.0,21.0,49.0,SEDANG
1561,55.0,70.0,59.0,16.0,23.0,36.0,SEDANG
1562,52.0,59.0,60.0,15.0,16.0,39.0,SEDANG
1563,61.0,81.0,61.0,13.0,14.0,38.0,SEDANG
1564,64.0,96.0,61.0,10.0,15.0,22.0,SEDANG
1565,76.0,118.0,62.0,14.0,21.0,27.0,TIDAK SEHAT
1566,78.0,113.0,61.0,13.0,20.0,25.0,TIDAK SEHAT
1567,100.0,132.0,62.0,24.0,17.0,52.0,TIDAK SEHAT
1568,58.0,69.0,60.0,11.0,16.0,19.0,SEDANG
1569,50.0,68.0,60.0,16.0,19.0,33.0,SEDANG
1570,57.0,71.0,61.0,15.0,23.0,42.0,SEDANG
1571,57.0,70.0,44.42532896142484,12.0,19.0,29.0,SEDANG
1572,43.0,54.0,60.0,11.0,19.0,25.0,SEDANG
1573,44.0,58.0,60.0,13.0,20.0,27.0,SEDANG
1574,41.0,49.0,60.0,11.0,15.0,20.0,SEDANG
1575,36.0,52.0,60.0,12.0,11.0,25.0,SEDANG
1576,54.0,63.0,62.0,13.0,16.0,35.0,SEDANG
1577,50.0,59.0,61.0,16.0,13.0,41.0,SEDANG
1578,30.0,44.0,59.0,13.0,11.0,25.0,SEDANG
1579,38.0,53.0,60.0,12.0,11.0,25.0,SEDANG
1580,26.0,39.0,59.0,10.0,11.0,21.0,SEDANG
1581,52.0,77.0,64.0,12.0,26.0,59.0,SEDANG
1582,58.0,84.0,65.0,13.0,24.0,71.0,SEDANG
1583,46.0,65.0,63.0,16.0,18.0,81.0,SEDANG
1584,40.0,60.0,63.0,15.0,26.0,77.0,SEDANG
1585,50.0,73.0,64.0,11.0,26.0,67.0,SEDANG
1586,35.0,55.0,64.0,10.0,23.0,60.0,SEDANG
1587,58.0,80.0,65.0,13.0,25.0,79.0,SEDANG
1588,59.0,83.0,64.0,12.0,31.0,58.0,SEDANG
1589,51.0,79.0,64.0,11.0,28.0,64.0,SEDANG
1590,41.0,63.0,64.0,13.0,22.0,67.0,SEDANG
1591,46.0,62.0,64.0,15.0,19.0,66.0,SEDANG
1592,30.0,51.0,63.0,13.0,19.0,82.0,SEDANG
1593,54.0,73.0,65.0,16.0,16.0,85.0,SEDANG
1594,74.0,102.0,68.0,16.0,16.0,92.0,TIDAK SEHAT
1595,70.0,102.0,67.0,13.0,24.0,71.0,TIDAK SEHAT
1596,67.0,87.0,65.0,14.0,22.0,64.0,SEDANG
1597,73.0,88.0,65.0,24.0,23.0,99.0,SEDANG
1598,50.0,57.0,64.0,11.0,19.0,64.0,SEDANG
1599,40.0,56.0,65.0,12.0,17.0,69.0,SEDANG
1600,35.0,51.0,66.0,11.0,26.0,72.0,SEDANG
1601,44.0,60.0,65.0,11.0,22.0,66.0,SEDANG
1602,49.0,61.0,65.0,10.0,18.0,58.0,SEDANG
1603,48.0,64.0,65.0,14.0,16.0,78.0,SEDANG
1604,48.0,55.0,65.0,11.0,13.0,68.0,SEDANG
1605,30.0,50.0,65.0,11.0,14.0,73.0,SEDANG
1606,40.0,60.0,65.0,10.0,17.0,71.0,SEDANG
1607,50.0,63.0,65.0,13.0,13.0,77.0,SEDANG
1608,21.0,10.0,67.0,6.0,13.0,26.0,SEDANG
1609,35.0,10.0,67.0,7.0,10.0,34.0,SEDANG
1610,58.0,59.0,54.0,23.0,36.0,28.0,SEDANG
1611,66.0,68.0,54.0,23.0,32.0,23.0,SEDANG
1612,45.0,52.0,53.0,32.0,28.0,28.0,SEDANG
1613,48.0,51.0,53.0,27.0,35.0,28.0,SEDANG
1614,56.0,55.0,54.0,23.0,35.0,25.0,SEDANG
1615,43.0,49.0,53.0,22.0,29.0,24.0,SEDANG
1616,53.0,61.0,54.0,24.0,33.0,21.0,SEDANG
1617,60.0,86.0,14.0,27.0,26.0,43.0,SEDANG
1618,60.0,83.0,15.0,28.0,18.0,47.0,SEDANG
1619,58.0,77.0,16.0,24.0,22.0,34.0,SEDANG
1620,63.0,92.0,11.0,27.0,26.0,33.0,SEDANG
1621,61.0,86.0,12.0,26.0,31.0,37.0,SEDANG
1622,53.0,71.0,13.0,24.0,35.0,40.0,SEDANG
1623,69.0,94.0,15.0,30.0,33.0,48.0,SEDANG
1624,59.0,70.0,14.0,26.0,32.0,44.0,SEDANG
1625,55.0,73.0,13.0,25.0,36.0,40.0,SEDANG
1626,65.0,82.0,14.0,26.0,39.0,37.0,SEDANG
1627,61.0,82.0,14.0,36.0,20.0,34.0,SEDANG
1628,51.0,82.0,12.0,23.0,28.0,32.0,SEDANG
1629,64.0,94.0,14.0,28.0,32.0,51.0,SEDANG
1630,57.0,84.0,12.0,24.0,40.0,38.0,SEDANG
1631,52.0,78.0,10.0,23.0,34.0,35.0,SEDANG
1632,52.0,73.0,9.0,26.0,40.0,45.0,SEDANG
1633,57.0,76.0,8.0,26.0,29.0,40.0,SEDANG
1634,54.0,78.0,19.0,23.0,34.0,31.0,SEDANG
1635,60.0,83.0,10.0,26.0,37.0,36.0,SEDANG
1636,59.0,75.0,11.0,28.0,29.0,41.0,SEDANG
1637,62.0,86.0,11.0,27.0,36.0,44.0,SEDANG
1638,59.0,78.0,11.0,28.0,29.0,45.0,SEDANG
1639,63.0,85.0,59.0,12.0,28.0,22.0,SEDANG
1640,67.0,89.0,59.0,12.0,30.0,26.0,SEDANG
1641,69.0,96.0,59.0,12.0,25.0,26.0,SEDANG
1642,63.0,82.0,59.0,10.0,29.0,18.0,SEDANG
1643,62.0,82.0,59.0,15.0,23.0,38.0,SEDANG
1644,56.0,75.0,59.0,13.0,28.0,23.0,SEDANG
1645,77.0,107.0,60.0,16.0,25.0,35.0,TIDAK SEHAT
1646,63.0,84.0,60.0,12.0,25.0,23.0,SEDANG
1647,62.0,77.0,59.0,10.0,30.0,15.0,SEDANG
1648,69.0,88.0,59.0,11.0,30.0,22.0,SEDANG
1649,62.0,77.0,59.0,9.0,28.0,16.0,SEDANG
1650,65.0,82.0,60.0,10.0,24.0,19.0,SEDANG
1651,62.0,82.0,58.0,12.0,24.0,18.0,SEDANG
1652,65.0,82.0,59.0,13.0,26.0,26.0,SEDANG
1653,60.0,81.0,59.0,13.0,36.0,25.0,SEDANG
1654,78.0,100.0,60.0,16.0,33.0,36.0,SEDANG
1655,60.0,77.0,59.0,14.0,32.0,33.0,SEDANG
1656,61.0,80.0,59.0,12.0,40.0,23.0,SEDANG
1657,78.0,102.0,59.0,13.0,34.0,26.0,TIDAK SEHAT
1658,59.0,71.0,59.0,12.0,23.0,21.0,SEDANG
1659,51.0,70.0,59.0,12.0,27.0,22.0,SEDANG
1660,85.0,106.0,60.0,14.0,34.0,32.0,TIDAK SEHAT
1661,68.0,90.0,59.0,11.0,38.0,17.0,SEDANG
1662,60.0,74.0,59.0,9.0,29.0,18.0,SEDANG
1663,52.0,69.0,59.0,9.0,31.0,18.0,SEDANG
1664,59.0,75.0,59.0,13.0,31.0,29.0,SEDANG
1665,58.0,77.0,61.0,11.0,32.0,19.0,SEDANG
1666,64.0,90.0,60.0,13.0,30.0,22.0,SEDANG
1667,65.0,86.0,60.0,14.0,31.0,29.0,SEDANG
1668,66.0,87.0,59.0,12.0,34.0,22.0,SEDANG
1669,65.0,80.0,59.0,13.0,28.0,26.0,SEDANG
1670,62.0,91.0,62.0,13.0,25.0,61.0,SEDANG
1671,52.0,84.0,62.0,10.0,29.0,53.0,SEDANG
1672,49.0,81.0,63.0,11.0,23.0,56.0,SEDANG
1673,50.0,75.0,63.0,10.0,25.0,52.0,SEDANG
1674,39.0,69.0,62.0,10.0,27.0,48.0,SEDANG
1675,39.0,67.0,62.0,9.0,28.0,41.0,SEDANG
1676,78.0,115.0,63.0,19.0,23.0,70.0,TIDAK SEHAT
1677,46.0,72.0,63.0,8.0,28.0,47.0,SEDANG
1678,53.0,78.0,62.0,9.0,29.0,43.0,SEDANG
1679,45.0,73.0,62.0,8.0,30.0,46.0,SEDANG
1680,52.0,79.0,63.0,15.0,27.0,68.0,SEDANG
1681,54.0,83.0,64.0,12.0,26.0,59.0,SEDANG
1682,58.0,86.0,63.0,12.0,27.0,52.0,SEDANG
1683,77.0,108.0,63.0,17.0,29.0,63.0,TIDAK SEHAT
1684,50.0,72.0,63.0,9.0,33.0,44.0,SEDANG
